Year,Region,Sex,citizenship,series,value
1973,Bern,Male,Foreign country,death,151.0
1973,Bern,Female,Foreign country,death,94.0
1973,Luzern,Sex - total,Citizenship (category) - total,death,2313.0
1973,Luzern,Male,Citizenship (category) - total,death,1265.0
1973,Luzern,Female,Citizenship (category) - total,death,1048.0
1973,Luzern,Sex - total,Switzerland,death,2217.0
1973,Luzern,Male,Switzerland,death,1210.0
1973,Luzern,Female,Switzerland,death,1007.0
1973,Luzern,Sex - total,Foreign country,death,96.0
1973,Luzern,Male,Foreign country,death,55.0
1973,Luzern,Female,Foreign country,death,41.0
1973,Uri,Sex - total,Citizenship (category) - total,death,272.0
1973,Uri,Male,Citizenship (category) - total,death,149.0
1973,Uri,Female,Citizenship (category) - total,death,123.0
1973,Uri,Sex - total,Switzerland,death,260.0
1973,Uri,Male,Switzerland,death,142.0
1973,Uri,Female,Switzerland,death,118.0
1973,Uri,Sex - total,Foreign country,death,12.0
1973,Uri,Male,Foreign country,death,7.0
1973,Uri,Female,Foreign country,death,5.0
1973,Schwyz,Sex - total,Citizenship (category) - total,death,838.0
1973,Schwyz,Male,Citizenship (category) - total,death,426.0
1973,Schwyz,Female,Citizenship (category) - total,death,412.0
1973,Schwyz,Sex - total,Switzerland,death,781.0
1973,Schwyz,Male,Switzerland,death,398.0
1973,Schwyz,Female,Switzerland,death,383.0
1973,Schwyz,Sex - total,Foreign country,death,57.0
1973,Schwyz,Male,Foreign country,death,28.0
1973,Schwyz,Female,Foreign country,death,29.0
1973,Obwalden,Sex - total,Citizenship (category) - total,death,215.0
1973,Obwalden,Male,Citizenship (category) - total,death,113.0
1973,Obwalden,Female,Citizenship (category) - total,death,102.0
1973,Obwalden,Sex - total,Switzerland,death,206.0
1973,Obwalden,Male,Switzerland,death,108.0
1973,Obwalden,Female,Switzerland,death,98.0
1973,Obwalden,Sex - total,Foreign country,death,9.0
1973,Obwalden,Male,Foreign country,death,5.0
1973,Obwalden,Female,Foreign country,death,4.0
1973,Nidwalden,Sex - total,Citizenship (category) - total,death,213.0
1973,Nidwalden,Male,Citizenship (category) - total,death,120.0
1973,Nidwalden,Female,Citizenship (category) - total,death,93.0
1973,Nidwalden,Sex - total,Switzerland,death,202.0
1973,Nidwalden,Male,Switzerland,death,112.0
1973,Nidwalden,Female,Switzerland,death,90.0
1973,Nidwalden,Sex - total,Foreign country,death,11.0
1973,Nidwalden,Male,Foreign country,death,8.0
1973,Nidwalden,Female,Foreign country,death,3.0
1973,Glarus,Sex - total,Citizenship (category) - total,death,407.0
1973,Glarus,Male,Citizenship (category) - total,death,201.0
1973,Glarus,Female,Citizenship (category) - total,death,206.0
1973,Glarus,Sex - total,Switzerland,death,379.0
1973,Glarus,Male,Switzerland,death,183.0
1973,Glarus,Female,Switzerland,death,196.0
1973,Glarus,Sex - total,Foreign country,death,28.0
1973,Glarus,Male,Foreign country,death,18.0
1973,Glarus,Female,Foreign country,death,10.0
1973,Zug,Sex - total,Citizenship (category) - total,death,508.0
1973,Zug,Male,Citizenship (category) - total,death,276.0
1973,Zug,Female,Citizenship (category) - total,death,232.0
1973,Zug,Sex - total,Switzerland,death,469.0
1973,Zug,Male,Switzerland,death,256.0
1973,Zug,Female,Switzerland,death,213.0
1973,Zug,Sex - total,Foreign country,death,39.0
1973,Zug,Male,Foreign country,death,20.0
1973,Zug,Female,Foreign country,death,19.0
1973,Fribourg,Sex - total,Citizenship (category) - total,death,1629.0
1973,Fribourg,Male,Citizenship (category) - total,death,912.0
1973,Fribourg,Female,Citizenship (category) - total,death,717.0
1973,Fribourg,Sex - total,Switzerland,death,1574.0
1973,Fribourg,Male,Switzerland,death,886.0
1973,Fribourg,Female,Switzerland,death,688.0
1973,Fribourg,Sex - total,Foreign country,death,55.0
1973,Fribourg,Male,Foreign country,death,26.0
1973,Fribourg,Female,Foreign country,death,29.0
1973,Solothurn,Sex - total,Citizenship (category) - total,death,1936.0
1973,Solothurn,Male,Citizenship (category) - total,death,1001.0
1973,Solothurn,Female,Citizenship (category) - total,death,935.0
1973,Solothurn,Sex - total,Switzerland,death,1847.0
1973,Solothurn,Male,Switzerland,death,951.0
1973,Solothurn,Female,Switzerland,death,896.0
1973,Solothurn,Sex - total,Foreign country,death,89.0
1973,Solothurn,Male,Foreign country,death,50.0
1973,Solothurn,Female,Foreign country,death,39.0
1973,Basel-Stadt,Sex - total,Citizenship (category) - total,death,2494.0
1973,Basel-Stadt,Male,Citizenship (category) - total,death,1194.0
1973,Basel-Stadt,Female,Citizenship (category) - total,death,1300.0
1973,Basel-Stadt,Sex - total,Switzerland,death,2318.0
1973,Basel-Stadt,Male,Switzerland,death,1102.0
1973,Basel-Stadt,Female,Switzerland,death,1216.0
1973,Basel-Stadt,Sex - total,Foreign country,death,176.0
1973,Basel-Stadt,Male,Foreign country,death,92.0
1973,Basel-Stadt,Female,Foreign country,death,84.0
1973,Basel-Landschaft,Sex - total,Citizenship (category) - total,death,1385.0
1973,Basel-Landschaft,Male,Citizenship (category) - total,death,729.0
1973,Basel-Landschaft,Female,Citizenship (category) - total,death,656.0
1973,Basel-Landschaft,Sex - total,Switzerland,death,1305.0
1973,Basel-Landschaft,Male,Switzerland,death,689.0
1973,Basel-Landschaft,Female,Switzerland,death,616.0
1973,Basel-Landschaft,Sex - total,Foreign country,death,80.0
1973,Basel-Landschaft,Male,Foreign country,death,40.0
1973,Basel-Landschaft,Female,Foreign country,death,40.0
1973,Schaffhausen,Sex - total,Citizenship (category) - total,death,686.0
1973,Schaffhausen,Male,Citizenship (category) - total,death,356.0
1973,Schaffhausen,Female,Citizenship (category) - total,death,330.0
1973,Schaffhausen,Sex - total,Switzerland,death,639.0
1973,Schaffhausen,Male,Switzerland,death,327.0
1973,Schaffhausen,Female,Switzerland,death,312.0
1973,Schaffhausen,Sex - total,Foreign country,death,47.0
1973,Schaffhausen,Male,Foreign country,death,29.0
1973,Schaffhausen,Female,Foreign country,death,18.0
1973,Appenzell Ausserrhoden,Sex - total,Citizenship (category) - total,death,655.0
1973,Appenzell Ausserrhoden,Male,Citizenship (category) - total,death,334.0
1973,Appenzell Ausserrhoden,Female,Citizenship (category) - total,death,321.0
1973,Appenzell Ausserrhoden,Sex - total,Switzerland,death,635.0
1973,Appenzell Ausserrhoden,Male,Switzerland,death,320.0
1973,Appenzell Ausserrhoden,Female,Switzerland,death,315.0
1973,Appenzell Ausserrhoden,Sex - total,Foreign country,death,20.0
1973,Appenzell Ausserrhoden,Male,Foreign country,death,14.0
1973,Appenzell Ausserrhoden,Female,Foreign country,death,6.0
1973,Appenzell Innerrhoden,Sex - total,Citizenship (category) - total,death,143.0
1973,Appenzell Innerrhoden,Male,Citizenship (category) - total,death,87.0
1973,Appenzell Innerrhoden,Female,Citizenship (category) - total,death,56.0
1973,Appenzell Innerrhoden,Sex - total,Switzerland,death,139.0
1973,Appenzell Innerrhoden,Male,Switzerland,death,84.0
1973,Appenzell Innerrhoden,Female,Switzerland,death,55.0
1973,Appenzell Innerrhoden,Sex - total,Foreign country,death,4.0
1973,Appenzell Innerrhoden,Male,Foreign country,death,3.0
1973,Appenzell Innerrhoden,Female,Foreign country,death,1.0
1973,St. Gallen,Sex - total,Citizenship (category) - total,death,3631.0
1973,St. Gallen,Male,Citizenship (category) - total,death,1870.0
1973,St. Gallen,Female,Citizenship (category) - total,death,1761.0
1973,St. Gallen,Sex - total,Switzerland,death,3391.0
1973,St. Gallen,Male,Switzerland,death,1745.0
1973,St. Gallen,Female,Switzerland,death,1646.0
1973,St. Gallen,Sex - total,Foreign country,death,240.0
1973,St. Gallen,Male,Foreign country,death,125.0
1973,St. Gallen,Female,Foreign country,death,115.0
1973,Graubünden,Sex - total,Citizenship (category) - total,death,1497.0
1973,Graubünden,Male,Citizenship (category) - total,death,835.0
1973,Graubünden,Female,Citizenship (category) - total,death,662.0
1973,Graubünden,Sex - total,Switzerland,death,1402.0
1973,Graubünden,Male,Switzerland,death,776.0
1973,Graubünden,Female,Switzerland,death,626.0
1973,Graubünden,Sex - total,Foreign country,death,95.0
1973,Graubünden,Male,Foreign country,death,59.0
1973,Graubünden,Female,Foreign country,death,36.0
1973,Aargau,Sex - total,Citizenship (category) - total,death,3492.0
1973,Aargau,Male,Citizenship (category) - total,death,1882.0
1973,Aargau,Female,Citizenship (category) - total,death,1610.0
1973,Aargau,Sex - total,Switzerland,death,3318.0
1973,Aargau,Male,Switzerland,death,1777.0
1973,Aargau,Female,Switzerland,death,1541.0
1973,Aargau,Sex - total,Foreign country,death,174.0
1973,Aargau,Male,Foreign country,death,105.0
1973,Aargau,Female,Foreign country,death,69.0
1973,Thurgau,Sex - total,Citizenship (category) - total,death,1840.0
1973,Thurgau,Male,Citizenship (category) - total,death,950.0
1973,Thurgau,Female,Citizenship (category) - total,death,890.0
1973,Thurgau,Sex - total,Switzerland,death,1718.0
1973,Thurgau,Male,Switzerland,death,879.0
1973,Thurgau,Female,Switzerland,death,839.0
1973,Thurgau,Sex - total,Foreign country,death,122.0
1973,Thurgau,Male,Foreign country,death,71.0
1973,Thurgau,Female,Foreign country,death,51.0
1973,Ticino,Sex - total,Citizenship (category) - total,death,2514.0
1973,Ticino,Male,Citizenship (category) - total,death,1324.0
1973,Ticino,Female,Citizenship (category) - total,death,1190.0
1973,Ticino,Sex - total,Switzerland,death,2103.0
1973,Ticino,Male,Switzerland,death,1090.0
1973,Ticino,Female,Switzerland,death,1013.0
1973,Ticino,Sex - total,Foreign country,death,411.0
1973,Ticino,Male,Foreign country,death,234.0
1973,Ticino,Female,Foreign country,death,177.0
1973,Vaud,Sex - total,Citizenship (category) - total,death,4986.0
1973,Vaud,Male,Citizenship (category) - total,death,2596.0
1973,Vaud,Female,Citizenship (category) - total,death,2390.0
1973,Vaud,Sex - total,Switzerland,death,4518.0
1973,Vaud,Male,Switzerland,death,2343.0
1973,Vaud,Female,Switzerland,death,2175.0
1973,Vaud,Sex - total,Foreign country,death,468.0
1973,Vaud,Male,Foreign country,death,253.0
1973,Vaud,Female,Foreign country,death,215.0
1973,Valais,Sex - total,Citizenship (category) - total,death,1781.0
1973,Valais,Male,Citizenship (category) - total,death,1022.0
1973,Valais,Female,Citizenship (category) - total,death,759.0
1973,Valais,Sex - total,Switzerland,death,1695.0
1973,Valais,Male,Switzerland,death,970.0
1973,Valais,Female,Switzerland,death,725.0
1973,Valais,Sex - total,Foreign country,death,86.0
1973,Valais,Male,Foreign country,death,52.0
1973,Valais,Female,Foreign country,death,34.0
1973,Neuchâtel,Sex - total,Citizenship (category) - total,death,1661.0
1973,Neuchâtel,Male,Citizenship (category) - total,death,814.0
1973,Neuchâtel,Female,Citizenship (category) - total,death,847.0
1973,Neuchâtel,Sex - total,Switzerland,death,1556.0
1973,Neuchâtel,Male,Switzerland,death,745.0
1973,Neuchâtel,Female,Switzerland,death,811.0
1973,Neuchâtel,Sex - total,Foreign country,death,105.0
1973,Neuchâtel,Male,Foreign country,death,69.0
1973,Neuchâtel,Female,Foreign country,death,36.0
1973,Genève,Sex - total,Citizenship (category) - total,death,2927.0
1973,Genève,Male,Citizenship (category) - total,death,1490.0
1973,Genève,Female,Citizenship (category) - total,death,1437.0
1973,Genève,Sex - total,Switzerland,death,2419.0
1973,Genève,Male,Switzerland,death,1216.0
1973,Genève,Female,Switzerland,death,1203.0
1973,Genève,Sex - total,Foreign country,death,508.0
1973,Genève,Male,Foreign country,death,274.0
1973,Genève,Female,Foreign country,death,234.0
1973,Jura,Sex - total,Citizenship (category) - total,death,678.0
1973,Jura,Male,Citizenship (category) - total,death,372.0
1973,Jura,Female,Citizenship (category) - total,death,306.0
1973,Jura,Sex - total,Switzerland,death,654.0
1973,Jura,Male,Switzerland,death,359.0
1973,Jura,Female,Switzerland,death,295.0
1973,Jura,Sex - total,Foreign country,death,24.0
1973,Jura,Male,Foreign country,death,13.0
1973,Jura,Female,Foreign country,death,11.0
1974,Switzerland,Sex - total,Citizenship (category) - total,death,56403.0
1974,Switzerland,Male,Citizenship (category) - total,death,29825.0
1974,Switzerland,Female,Citizenship (category) - total,death,26578.0
1974,Switzerland,Sex - total,Switzerland,death,52528.0
1974,Switzerland,Male,Switzerland,death,27569.0
1974,Switzerland,Female,Switzerland,death,24959.0
1974,Switzerland,Sex - total,Foreign country,death,3875.0
1974,Switzerland,Male,Foreign country,death,2256.0
1974,Switzerland,Female,Foreign country,death,1619.0
1974,Zürich,Sex - total,Citizenship (category) - total,death,9466.0
1974,Zürich,Male,Citizenship (category) - total,death,4885.0
1974,Zürich,Female,Citizenship (category) - total,death,4581.0
1974,Zürich,Sex - total,Switzerland,death,8805.0
1974,Zürich,Male,Switzerland,death,4499.0
1974,Zürich,Female,Switzerland,death,4306.0
1974,Zürich,Sex - total,Foreign country,death,661.0
1974,Zürich,Male,Foreign country,death,386.0
1974,Zürich,Female,Foreign country,death,275.0
1974,Bern,Sex - total,Citizenship (category) - total,death,8551.0
1974,Bern,Male,Citizenship (category) - total,death,4585.0
1974,Bern,Female,Citizenship (category) - total,death,3966.0
1974,Bern,Sex - total,Switzerland,death,8312.0
1974,Bern,Male,Switzerland,death,4434.0
1974,Bern,Female,Switzerland,death,3878.0
1974,Bern,Sex - total,Foreign country,death,239.0
1974,Bern,Male,Foreign country,death,151.0
1974,Bern,Female,Foreign country,death,88.0
1974,Luzern,Sex - total,Citizenship (category) - total,death,2307.0
1974,Luzern,Male,Citizenship (category) - total,death,1253.0
1974,Luzern,Female,Citizenship (category) - total,death,1054.0
1974,Luzern,Sex - total,Switzerland,death,2224.0
1974,Luzern,Male,Switzerland,death,1200.0
1974,Luzern,Female,Switzerland,death,1024.0
1974,Luzern,Sex - total,Foreign country,death,83.0
1974,Luzern,Male,Foreign country,death,53.0
1974,Luzern,Female,Foreign country,death,30.0
1974,Uri,Sex - total,Citizenship (category) - total,death,252.0
1974,Uri,Male,Citizenship (category) - total,death,149.0
1974,Uri,Female,Citizenship (category) - total,death,103.0
1974,Uri,Sex - total,Switzerland,death,243.0
1974,Uri,Male,Switzerland,death,140.0
1974,Uri,Female,Switzerland,death,103.0
1974,Uri,Sex - total,Foreign country,death,9.0
1974,Uri,Male,Foreign country,death,9.0
1974,Uri,Female,Foreign country,death,0.0
1974,Schwyz,Sex - total,Citizenship (category) - total,death,809.0
1974,Schwyz,Male,Citizenship (category) - total,death,397.0
1974,Schwyz,Female,Citizenship (category) - total,death,412.0
1974,Schwyz,Sex - total,Switzerland,death,768.0
1974,Schwyz,Male,Switzerland,death,383.0
1974,Schwyz,Female,Switzerland,death,385.0
1974,Schwyz,Sex - total,Foreign country,death,41.0
1974,Schwyz,Male,Foreign country,death,14.0
1974,Schwyz,Female,Foreign country,death,27.0
1974,Obwalden,Sex - total,Citizenship (category) - total,death,212.0
1974,Obwalden,Male,Citizenship (category) - total,death,127.0
1974,Obwalden,Female,Citizenship (category) - total,death,85.0
1974,Obwalden,Sex - total,Switzerland,death,204.0
1974,Obwalden,Male,Switzerland,death,120.0
1974,Obwalden,Female,Switzerland,death,84.0
1974,Obwalden,Sex - total,Foreign country,death,8.0
1974,Obwalden,Male,Foreign country,death,7.0
1974,Obwalden,Female,Foreign country,death,1.0
1974,Nidwalden,Sex - total,Citizenship (category) - total,death,193.0
1974,Nidwalden,Male,Citizenship (category) - total,death,103.0
1974,Nidwalden,Female,Citizenship (category) - total,death,90.0
1974,Nidwalden,Sex - total,Switzerland,death,191.0
1974,Nidwalden,Male,Switzerland,death,103.0
1974,Nidwalden,Female,Switzerland,death,88.0
1974,Nidwalden,Sex - total,Foreign country,death,2.0
1974,Nidwalden,Male,Foreign country,death,0.0
1974,Nidwalden,Female,Foreign country,death,2.0
1974,Glarus,Sex - total,Citizenship (category) - total,death,392.0
1974,Glarus,Male,Citizenship (category) - total,death,229.0
1974,Glarus,Female,Citizenship (category) - total,death,163.0
1974,Glarus,Sex - total,Switzerland,death,371.0
1974,Glarus,Male,Switzerland,death,209.0
1974,Glarus,Female,Switzerland,death,162.0
1974,Glarus,Sex - total,Foreign country,death,21.0
1974,Glarus,Male,Foreign country,death,20.0
1974,Glarus,Female,Foreign country,death,1.0
1974,Zug,Sex - total,Citizenship (category) - total,death,532.0
1974,Zug,Male,Citizenship (category) - total,death,276.0
1974,Zug,Female,Citizenship (category) - total,death,256.0
1974,Zug,Sex - total,Switzerland,death,493.0
1974,Zug,Male,Switzerland,death,258.0
1974,Zug,Female,Switzerland,death,235.0
1974,Zug,Sex - total,Foreign country,death,39.0
1974,Zug,Male,Foreign country,death,18.0
1974,Zug,Female,Foreign country,death,21.0
1974,Fribourg,Sex - total,Citizenship (category) - total,death,1588.0
1974,Fribourg,Male,Citizenship (category) - total,death,916.0
1974,Fribourg,Female,Citizenship (category) - total,death,672.0
1974,Fribourg,Sex - total,Switzerland,death,1525.0
1974,Fribourg,Male,Switzerland,death,885.0
1974,Fribourg,Female,Switzerland,death,640.0
1974,Fribourg,Sex - total,Foreign country,death,63.0
1974,Fribourg,Male,Foreign country,death,31.0
1974,Fribourg,Female,Foreign country,death,32.0
1974,Solothurn,Sex - total,Citizenship (category) - total,death,1933.0
1974,Solothurn,Male,Citizenship (category) - total,death,1042.0
1974,Solothurn,Female,Citizenship (category) - total,death,891.0
